Date,Close
02/01/2018,1189.01
03/01/2018,1204.2
04/01/2018,1209.59
05/01/2018,1229.14
08/01/2018,1246.87
09/01/2018,1252.7
10/01/2018,1254.33
11/01/2018,1276.68
12/01/2018,1305.2
16/01/2018,1304.86
17/01/2018,1295
18/01/2018,1293.32
19/01/2018,1294.58
22/01/2018,1327.31
23/01/2018,1362.54
24/01/2018,1357.51
25/01/2018,1377.95
26/01/2018,1402.05
29/01/2018,1417.68
30/01/2018,1437.82
31/01/2018,1450.89
01/02/2018,1390
02/02/2018,1429.95
05/02/2018,1390
06/02/2018,1442.84
07/02/2018,1416.78
08/02/2018,1350.5
09/02/2018,1339.6
12/02/2018,1386.23
13/02/2018,1414.51
14/02/2018,1451.05
15/02/2018,1461.76
16/02/2018,1448.69
20/02/2018,1468.35
21/02/2018,1482.92
22/02/2018,1485.34
23/02/2018,1500
26/02/2018,1521.95
27/02/2018,1511.98
28/02/2018,1512.45
01/03/2018,1493.45
02/03/2018,1500.25
05/03/2018,1523.61
06/03/2018,1537.64
07/03/2018,1545
08/03/2018,1551.86
09/03/2018,1578.89
12/03/2018,1598.39
13/03/2018,1588.18
14/03/2018,1591
15/03/2018,1582.32
16/03/2018,1571.68
19/03/2018,1544.93
20/03/2018,1586.51
21/03/2018,1581.86
22/03/2018,1544.92
23/03/2018,1495.56
26/03/2018,1555.86
27/03/2018,1497.05
28/03/2018,1431.42
29/03/2018,1447.34
02/04/2018,1371.99
03/04/2018,1392.05
04/04/2018,1410.57
05/04/2018,1451.75
06/04/2018,1405.23
09/04/2018,1406.08
10/04/2018,1436.22
11/04/2018,1427.05
12/04/2018,1448.5
13/04/2018,1430.79
16/04/2018,1441.5
17/04/2018,1503.83
18/04/2018,1527.84
19/04/2018,1556.91
20/04/2018,1527.49
23/04/2018,1517.86
24/04/2018,1460.09
25/04/2018,1460.17
26/04/2018,1517.96
27/04/2018,1572.62
30/04/2018,1566.13
01/05/2018,1582.26
02/05/2018,1569.68
03/05/2018,1572.08
04/05/2018,1580.95
07/05/2018,1600.14
08/05/2018,1592.39
09/05/2018,1608
10/05/2018,1609.08
11/05/2018,1602.91
14/05/2018,1601.54
15/05/2018,1576.12
16/05/2018,1587.28
17/05/2018,1581.76
18/05/2018,1574.37
21/05/2018,1585.46
22/05/2018,1581.4
23/05/2018,1601.86
24/05/2018,1603.07
25/05/2018,1610.15
29/05/2018,1612.87
30/05/2018,1624.89
31/05/2018,1629.62
01/06/2018,1641.54
04/06/2018,1665.27
05/06/2018,1696.35
06/06/2018,1695.75
07/06/2018,1689.3
08/06/2018,1683.99
11/06/2018,1689.12
12/06/2018,1698.75
13/06/2018,1704.86
14/06/2018,1723.86
15/06/2018,1715.97
18/06/2018,1723.79
19/06/2018,1734.78
20/06/2018,1750.08
21/06/2018,1730.22
22/06/2018,1715.67
25/06/2018,1663.15
26/06/2018,1691.09
27/06/2018,1660.51
28/06/2018,1701.45
29/06/2018,1699.8
02/07/2018,1713.78
03/07/2018,1693.96
05/07/2018,1699.73
06/07/2018,1710.63
09/07/2018,1739.02
10/07/2018,1743.07
11/07/2018,1755
12/07/2018,1796.62
13/07/2018,1813.03
16/07/2018,1822.49
17/07/2018,1843.93
18/07/2018,1842.92
19/07/2018,1812.97
20/07/2018,1813.7
23/07/2018,1802
24/07/2018,1829.24
25/07/2018,1863.61
26/07/2018,1808
27/07/2018,1817.27
30/07/2018,1779.22
31/07/2018,1777.44
01/08/2018,1797.17
02/08/2018,1834.33
03/08/2018,1823.29
06/08/2018,1847.75
07/08/2018,1862.48
08/08/2018,1886.52
09/08/2018,1898.52
10/08/2018,1886.3
13/08/2018,1896.2
14/08/2018,1919.65
15/08/2018,1882.62
16/08/2018,1886.52
17/08/2018,1882.22
20/08/2018,1876.71
21/08/2018,1883.42
