Date,Close
20/09/2018,111.11
21/09/2018,110.9
24/09/2018,109.85
25/09/2018,109.87
26/09/2018,108.01
27/09/2018,107.85
28/09/2018,106.49
01/10/2018,107.9
02/10/2018,108.39
03/10/2018,108.45
04/10/2018,107.74
05/10/2018,107.23
08/10/2018,106.99
09/10/2018,106.66
10/10/2018,103.57
11/10/2018,101.58
12/10/2018,103
15/10/2018,102.62
16/10/2018,104.27
17/10/2018,104.34
18/10/2018,102.84
19/10/2018,106.73
22/10/2018,104.51
23/10/2018,104.38
24/10/2018,101.84
25/10/2018,103.6
26/10/2018,101.25
29/10/2018,101.19
30/10/2018,102.08
31/10/2018,102.73
01/11/2018,104.04
02/11/2018,103.71
05/11/2018,105.21
06/11/2018,104.98
07/11/2018,107.31
08/11/2018,108.5
09/11/2018,108.28
12/11/2018,106.49
13/11/2018,107.86
14/11/2018,107.77
15/11/2018,109.6
16/11/2018,109.46
19/11/2018,108.25
20/11/2018,106.09
21/11/2018,106.5
23/11/2018,105.74
26/11/2018,109.68
27/11/2018,110.11
28/11/2018,112.89
29/11/2018,111.31
30/11/2018,112.27
03/12/2018,112.36
04/12/2018,107.64
06/12/2018,108.25
07/12/2018,106.68
10/12/2018,105.79
11/12/2018,105.4
12/12/2018,107.48
13/12/2018,106.7
14/12/2018,105.7
17/12/2018,101.18
18/12/2018,101.02
19/12/2018,98.77
20/12/2018,95.77
21/12/2018,91.33
24/12/2018,89.5
26/12/2018,93.84
27/12/2018,94.68
28/12/2018,94.42
31/12/2018,95.32
02/01/2019,95.68
03/01/2019,93.43
04/01/2019,97.64
07/01/2019,98.17
08/01/2019,98.65
09/01/2019,98.83
10/01/2019,98.26
11/01/2019,98.55
14/01/2019,98.44
15/01/2019,97.99
16/01/2019,99.41
17/01/2019,99.49
18/01/2019,100.48
22/01/2019,99.83
23/01/2019,99.71
24/01/2019,99.72
25/01/2019,100.77
28/01/2019,100.38
29/01/2019,100.96
30/01/2019,102.67
31/01/2019,102.7
01/02/2019,103.06
04/02/2019,103.42
05/02/2019,103.9
06/02/2019,104.96
07/02/2019,104.39
08/02/2019,104.52
11/02/2019,105.41
12/02/2019,107
13/02/2019,107.56
14/02/2019,106.62
15/02/2019,107.38
19/02/2019,106.5
20/02/2019,106.78
21/02/2019,106.61
22/02/2019,107.44
25/02/2019,106.93
26/02/2019,106.94
27/02/2019,107.42
28/02/2019,107.74
01/03/2019,108.9
04/03/2019,109
05/03/2019,108.85
06/03/2019,108.98
07/03/2019,107.86
08/03/2019,107.98
11/03/2019,109.56
12/03/2019,110.43
13/03/2019,112.14
14/03/2019,112.35
15/03/2019,113.52
18/03/2019,113.55
19/03/2019,112.67
20/03/2019,110.77
21/03/2019,111.82
22/03/2019,109.46
25/03/2019,109.04
26/03/2019,109.5
27/03/2019,108.98
28/03/2019,109.16
29/03/2019,109.3
01/04/2019,111.7
02/04/2019,111
03/04/2019,110.56
04/04/2019,110.12
05/04/2019,110.96
08/04/2019,110.7
09/04/2019,109.85
10/04/2019,110.16
11/04/2019,109.85
12/04/2019,110.91
15/04/2019,110.53
16/04/2019,111.88
17/04/2019,111.76
18/04/2019,113.67
22/04/2019,112.33
23/04/2019,113.97
24/04/2019,114.02
25/04/2019,115.88
26/04/2019,117.6
29/04/2019,116.76
30/04/2019,117.23
01/05/2019,117.02
02/05/2019,117.25
03/05/2019,119.35
06/05/2019,119.34
07/05/2019,118.22
08/05/2019,117.49
09/05/2019,117.26
10/05/2019,118.46
13/05/2019,115.9
14/05/2019,117.01
15/05/2019,117.66
16/05/2019,119.84
17/05/2019,119.07
20/05/2019,119.84
21/05/2019,120.55
22/05/2019,120.01
23/05/2019,118.43
24/05/2019,119.51
28/05/2019,118.17
29/05/2019,117.01
30/05/2019,116.74
31/05/2019,114.71
03/06/2019,114.62
04/06/2019,116.85
05/06/2019,118.12
06/06/2019,119.43
07/06/2019,121.11
10/06/2019,122.66
11/06/2019,123.23
12/06/2019,122.03
13/06/2019,121.86
14/06/2019,122
17/06/2019,121.45
18/06/2019,123.43
19/06/2019,124.68
20/06/2019,124.92
21/06/2019,124.73
24/06/2019,124.14
25/06/2019,123.16
26/06/2019,123.59
27/06/2019,123.94
28/06/2019,123.44
01/07/2019,124.92
02/07/2019,125.1
03/07/2019,125.86
05/07/2019,125.4
08/07/2019,124.85
09/07/2019,125.9
10/07/2019,126.89
11/07/2019,127.28
12/07/2019,127.96
15/07/2019,128.57
16/07/2019,128.06
17/07/2019,127.08
18/07/2019,128.4
19/07/2019,124.82
22/07/2019,126
23/07/2019,128.2
24/07/2019,127.95
25/07/2019,127.15
26/07/2019,126.78
29/07/2019,127.19
30/07/2019,126.47
31/07/2019,124.37
01/08/2019,124.09
02/08/2019,124.31
05/08/2019,120.72
06/08/2019,122.55
07/08/2019,123.54
08/08/2019,125.29
09/08/2019,126.17
12/08/2019,123.95
13/08/2019,126.32
14/08/2019,122.65
15/08/2019,122.38
16/08/2019,124.63
19/08/2019,124.4
20/08/2019,121.42
21/08/2019,122.5
22/08/2019,122.27
23/08/2019,117.76
26/08/2019,118.53
27/08/2019,117.75
28/08/2019,119.09
29/08/2019,120.74
30/08/2019,120.37
03/09/2019,117.6
04/09/2019,118.4
05/09/2019,120.67
06/09/2019,120.19
09/09/2019,119.92
10/09/2019,117.31
11/09/2019,118
12/09/2019,119.02
13/09/2019,119.2
16/09/2019,117.64
17/09/2019,119.05
18/09/2019,118.74
19/09/2019,117.79
20/09/2019,116.8
23/09/2019,118.24
24/09/2019,118.17
25/09/2019,119.12
26/09/2019,118.91
27/09/2019,118.59
30/09/2019,118.28
01/10/2019,116.7
02/10/2019,112.86
03/10/2019,112.55
04/10/2019,114.41
07/10/2019,113.65
08/10/2019,112.54
09/10/2019,113.92
10/10/2019,115.02
11/10/2019,116.4
14/10/2019,116.39
15/10/2019,117.59
16/10/2019,117.41
17/10/2019,119.1
18/10/2019,116.76
21/10/2019,119.05
22/10/2019,118.61
23/10/2019,116.49
24/10/2019,116.41
25/10/2019,118.26
28/10/2019,118.58
29/10/2019,117.42
30/10/2019,118.07
31/10/2019,117.28
01/11/2019,119.14
04/11/2019,119.62
05/11/2019,118.77
06/11/2019,119.69
07/11/2019,121.28
08/11/2019,121.47
11/11/2019,120.9
12/11/2019,120.89
13/11/2019,120.26
14/11/2019,120.93
15/11/2019,120.76
18/11/2019,119.66
19/11/2019,120
20/11/2019,119.3
21/11/2019,118.8
22/11/2019,119.06
25/11/2019,120.6
26/11/2019,119.79
27/11/2019,120.33
29/11/2019,120.12
02/12/2019,117.26
03/12/2019,116.57
04/12/2019,117.94
05/12/2019,118.28
06/12/2019,120.61
09/12/2019,120.46
10/12/2019,120.9
11/12/2019,120.64
12/12/2019,122.64
13/12/2019,124.72
16/12/2019,123.68
17/12/2019,124.95
18/12/2019,124.26
19/12/2019,124.83
20/12/2019,125.77
23/12/2019,124.49
24/12/2019,124.74
26/12/2019,125.41
27/12/2019,125.19
30/12/2019,124.3
31/12/2019,124.49
02/01/2020,125.85
03/01/2020,124.6
06/01/2020,124.06
07/01/2020,123.41
08/01/2020,125.54
09/01/2020,127.81
10/01/2020,127.28
13/01/2020,128.54
14/01/2020,128.8
15/01/2020,129.82
16/01/2020,130.55
17/01/2020,131.52
21/01/2020,130.53
22/01/2020,131.49
23/01/2020,131.37
24/01/2020,135.11
27/01/2020,130.64
28/01/2020,132.45
29/01/2020,131.68
30/01/2020,133.22
31/01/2020,129.87
03/02/2020,131
04/02/2020,131.85
05/02/2020,133.6
06/02/2020,133.25
07/02/2020,131.82
10/02/2020,132.24
11/02/2020,132.63
12/02/2020,133.24
13/02/2020,134.46
14/02/2020,135.87
18/02/2020,135.6
19/02/2020,136.93
20/02/2020,136.58
21/02/2020,134.9
24/02/2020,128.19
25/02/2020,120.9
26/02/2020,118.5
27/02/2020,112.81
28/02/2020,109.93
02/03/2020,113.87
03/03/2020,108.01
04/03/2020,115.7
05/03/2020,110.94
06/03/2020,108.24
09/03/2020,98.29
10/03/2020,103.3
11/03/2020,95.38
12/03/2020,83.53
13/03/2020,99.6
16/03/2020,85.87
17/03/2020,86.58
18/03/2020,73.75
19/03/2020,77.07
20/03/2020,74.12
23/03/2020,68.96
24/03/2020,84.05
25/03/2020,90.17
26/03/2020,93.29
27/03/2020,88.73
30/03/2020,90.27
31/03/2020,85.61
01/04/2020,77.84
02/04/2020,76.66
03/04/2020,73.6
06/04/2020,83.87
07/04/2020,87.58
08/04/2020,92.08
09/04/2020,94.82
13/04/2020,90.33
14/04/2020,88.39
15/04/2020,83.79
16/04/2020,81.35
17/04/2020,87.39
20/04/2020,84.01
21/04/2020,81.52
22/04/2020,82.54
23/04/2020,82.46
24/04/2020,83.17
27/04/2020,85.06
28/04/2020,88.19
29/04/2020,96.12
30/04/2020,91.25
01/05/2020,88.32
04/05/2020,86.38
05/05/2020,86.74
06/05/2020,84
07/05/2020,86.73
08/05/2020,89.5
11/05/2020,85.33
12/05/2020,83.14
13/05/2020,78.03
14/05/2020,83.81
15/05/2020,82.22
18/05/2020,88.41
19/05/2020,87.26
20/05/2020,90.73
21/05/2020,89.83
22/05/2020,89.33
26/05/2020,94.32
27/05/2020,101.23
28/05/2020,98.06
29/05/2020,95.07
01/06/2020,96.75
02/06/2020,99.07
03/06/2020,105.4
04/06/2020,106.54
05/06/2020,109.73
08/06/2020,113.67
09/06/2020,110.46
10/06/2020,106.16
11/06/2020,98.6
12/06/2020,101.68
15/06/2020,103.95
16/06/2020,105.62
17/06/2020,103.96
18/06/2020,102.16
19/06/2020,100.94
22/06/2020,99.44
23/06/2020,99.42
24/06/2020,95.48
25/06/2020,97.85
26/06/2020,93.42
29/06/2020,94.52
30/06/2020,95.2
01/07/2020,94.05
02/07/2020,94.33
06/07/2020,96.58
07/07/2020,93.01
08/07/2020,92.9
09/07/2020,90.57
10/07/2020,93.23
13/07/2020,93.56
14/07/2020,94.84
15/07/2020,97.36
16/07/2020,96.32
17/07/2020,95.18
20/07/2020,94
21/07/2020,96.33
22/07/2020,96.54
23/07/2020,96.67
24/07/2020,95.33
27/07/2020,95.79
28/07/2020,94.42
29/07/2020,96.69
30/07/2020,94.65
31/07/2020,93.32
03/08/2020,93.54
04/08/2020,93.19
05/08/2020,95.39
06/08/2020,95.92
07/08/2020,99.16
10/08/2020,101.62
11/08/2020,103.26
12/08/2020,101.68
13/08/2020,100.42
14/08/2020,100.41
17/08/2020,97.55
18/08/2020,96.67
19/08/2020,96.89
20/08/2020,96.72
21/08/2020,96.15
24/08/2020,99.33
25/08/2020,99.05
26/08/2020,98.4
27/08/2020,101.53
28/08/2020,102.54
31/08/2020,101.59
01/09/2020,102.47
02/09/2020,104.4
03/09/2020,104.46
04/09/2020,105.67
08/09/2020,103.67
09/09/2020,103.78
10/09/2020,102.77
11/09/2020,103.36
14/09/2020,107.27
15/09/2020,106.68
16/09/2020,105.98
17/09/2020,104.66
18/09/2020,103.44
21/09/2020,98.17
22/09/2020,98.48
23/09/2020,95.56
24/09/2020,95.45
25/09/2020,96.26
28/09/2020,98.82
29/09/2020,97.75
30/09/2020,100.25
01/10/2020,101.33
02/10/2020,101.61
05/10/2020,103.89
06/10/2020,101.76
07/10/2020,103.38
08/10/2020,106.06
09/10/2020,106.34
12/10/2020,106.61
13/10/2020,105.01
14/10/2020,104.81
15/10/2020,104.43
16/10/2020,104.91
19/10/2020,102.47
20/10/2020,103.14
21/10/2020,101.43
22/10/2020,104.79
23/10/2020,100.98
26/10/2020,96.88
27/10/2020,94.93
28/10/2020,91.6
29/10/2020,91.07
30/10/2020,91.24
02/11/2020,93.4
03/11/2020,96.29
04/11/2020,96.4
05/11/2020,98.11
06/11/2020,96.69
09/11/2020,117.37
10/11/2020,115.95
11/11/2020,111.12
12/11/2020,111.1
13/11/2020,114.99
16/11/2020,118.67
17/11/2020,116.48
18/11/2020,114.24
19/11/2020,114.14
20/11/2020,112.58
23/11/2020,116.09
24/11/2020,120.39
25/11/2020,120.58
27/11/2020,120.59
30/11/2020,118.59
01/12/2020,119.93
02/12/2020,122.33
03/12/2020,123.12
04/12/2020,125.04
07/12/2020,123.94
08/12/2020,123.52
09/12/2020,121.69
10/12/2020,121.84
11/12/2020,120.23
14/12/2020,117.36
15/12/2020,119.1
16/12/2020,119
17/12/2020,118.98
18/12/2020,117.51
21/12/2020,116.41
22/12/2020,114.55
23/12/2020,116.95
24/12/2020,117.35
28/12/2020,118.36
29/12/2020,118.14
30/12/2020,119.43
